1000 5000
Brienza Corrido 1347.98
MontepulcianoStazione VillaDiSerio 350.58
Caldiero Civezza 402.05
Caldes Portigliola 2703.36
Muros Villette 1852.49
Assemini Costarainera 818.61
Carsoli Corropoli 176.55
Buonvicino Cagnò 1701.94
CerroTanaro Povegliano 476.19
Anela Santopadre 860.4
CivitanovaMarche RonchiDiCampanile 755.4
Belverde Mozzecane 477.51
Montalenghe SommaVesuviana 1842.62
Casalbuttano SantaTecla-Castelpagano 2092.76
MornicoLosana Pernumia 1063.16
CerretoLaziale Sospiro 1828.76
Forano Ponti 1387.28
Montefusco Polistena 938.34
Bucine SerenDelGrappa 497.25
Genoa VillaVicentina 1070.88
Colorina Pianoro 566.85
Beinette CollaltoSabino 1090.24
StradaInCasentino Triggiano 1453.95
Alessano Cunettone-Villa 1993.42
Corrido Villassio 65.53
Casteggio Gorreto 88.47
BadiaPolesine ColleCampano-Scrima 1448.11
Cominio Pellaro 1668.13
PalmaDiMontechiaro Pinzolo 536.25
BellanteStazione BorgoDiTerzo 609.27
Rombiolo Setteville 1293.76
SambucaDiSicilia Strudà 1825.8
Arrone Pozzoleone 1331.1
Darfo Tettorosso 221.2
CampoDiCarne Tavarnuzze 899.52
Tornata TuoroSulTrasimeno 333.88
Campomaggiore Sestu 3033.43
Alba SanMauroAMare 560.51
Camposampiero Gaiba 313.49
Forchia MacchiaD'Isernia 197.71
Cucciago FrassoTelesino 3131.95
CaliceLigure PozzaglioEdUniti 152.15
Feisoglio Sezzadio 224.78
Masera Pray 183.23
PavoneDelMella SantaMariaImbaro 1762.92
MottaSant'Anastasia RuvoDiPuglia 820.79
Bubano Vimercate 629.59
Casignana Colorina 4109.73
Sagnino Villaga 685.22
CountryPark RivaltaDiTorino 2432.73
Aurisina Rubiera 296.56
Onanì Pertegada 1934.91
Murisengo Ponso 261.42
CaprinoVeronese Grottolella 2199.01
Bessude CasamicciolaTerme 1403.92
Craco-Sant'Angelo SanLorenzoInCampo 571.39
Dovera Rezzato 114.6
Collesano Noto 230.45
Ailoche Polistena 1297.11
Lavinaio-Monterosso Maerne 497.64
Antey-Saint-Andrè Delebio 312.18
Alatri Vistarino 336.21
Cartura Visco 462.96
Alessano BariSardo 2048.34
Canelli Lentigione-SorboloAMane 214.71
Conselice VaudaCanaveseSuperiore 1673.57
Desulo MonteMiglioreLaSelvotta 740.43
Figliaro Mamoiada 1239.33
Cervesina TioneDiTrento 187.51
Cannalonga Conselice 2245.5
Cantagallo Valfenera 1416.6
Cene Pellizzano 297.44
Ala Tolentino 731.1
SelvaDeiMolini Siddi 2920.62
Cecina FagnanoCastello 2549.01
Campertogno Massanzago-Ca'Baglioni-SanDono 264.4
Cominio Roncone 1489.14
DolegnaDelCollio GaglianoCastelferrato 1389.52
Dipignano Genzone 2383.45
Brognaturo VillaDiSerio 2500.89
Osasio Ripi 2293.08
Azzone RossanoStazione 2433.5
Madrano-Canzolino RivaltaBormida 1250.86
SantaCristinaValgardena TioneDiTrento 465.47
Motteggiana TrezzoTinella 256.91
SanChiricoNuovo SantaCristinaValgardena 1575.71
Roncello SantaMariaDelMolise 605.66
Cene Torriglia 368.48
Bessude Lauregno 441.55
Manduria Visco 1262.84
Arona Villaga 514.72
Biandronno Viadana 361.63
Cannalonga Meltina 2126.3
Stenico Terrarossa 232.7
Carnate PiazzaBrembana 69.66
Alatri Sestu 1638.6
GerolaAlta Grosseto 1505.11
Setteville VaranoBorghi 1917.48
CastelloTesino Montauro 3575.65
LimoneSulGarda SanFratello 2767.96
Sava SilvanoD'Orba 4087.26
Ca'Morosini Santopadre 915.33
Castelcucco SammicheleDiBari 2493.99
Ca'Morosini Campodenno 445.9
LignanoSabbiadoro SanBassano 1034.07
Proves-Proveis SanNazzaroSesia 894.2
Onanì Paladina 2123.26
Castelbuono Torregrotta 440.13
Frattaminore Senigallia 1273.31
Caspoggio Marcaria 238.08
Gaiba Sestola 108.88
BellanteStazione Monteverde 637.4
Falerone Sorico 1648.95
CampigliaCervo Cicerale 3372.98
Cicciano NoventaVicentina 1842.03
Afragola Sant'AngeloMuxaro 1184.39
Lugo RocchettaNuova 635.14
Fossò MontaltoDelleMarche 869.52
MezzanaRabattone SanGiorgioIonico 1349.65
RivaltaBormida StellaCilento 2770.18
Pietralunga Savelli 1670.89
Porto Sinio 2163.49
Caspoggio PolizziGenerosa 863.57
Motteggiana Presicce 3130.03
Boretto Pigna 1321.44
PalazzoloAcreide Soldano 875.86
Cosniga-Zoppè Selva 1307.2
FornaciDiBarga SettimoMilanese 616.29
Cascinare Neviglie 1478.93
Gabella SolignanoNuovo 253.89
Ala Zaccanopoli 3461.26
BariSardo SantaMariaNuova 1474.72
Calatafimi LonatePozzolo 1438.98
FornaceZarattini Silea 321.31
ForteDeiMarmi Verdello 288.39
Tufino Villette 1256.74
MottaSant'Anastasia Noto 118.62
Palagianello RoggianoGravina 528.83
Boretto Gandino 75.62
NizzaMillefonti Sassetta 1106.84
Baraggia Madignano 179.6
Campli Mattarello 1756.33
RuvoDiPuglia Stenico 2786.84
Mozzecane VillapianaLido 3144.28
Cannara Castellafiume 221.18
Ardara Calvanico 497.09
CampigliaCervo Mezzenile 181.44
Alba Campertogno 183.18
Collesano Fontainemore 1731.71
Labico Rogolo 373.46
Badesi Suvereto 1151.59
Bisacquino CampoJemini 414.98
Caspoggio LugagnanoValD'Arda 395.95
Montenerodomo PessinaCremonese 2029.39
Amica Roccabianca 2075.91
Santerno Sforzacosta 348.51
CasascoIntelvi Trevico 554.8
Ambivere CastelRozzone 14.03
CorvaraInBadia OleggioCastello 838.63
Palanzano Visco 1349.26
Alife PianoDiMommio 683.02
Baraggia Spinetoli 1034.07
Ala CostiglioleSaluzzo 1313.73
Bogogno Calatafimi 2022.63
Giave Trevi 1360.21
Portalbera PrataDiSotto 376.6
Renazzo SantoStefanoDiCamastra 2263.7
MagrèSullaStradaDelVino PianaSanRaffaele 1483.77
Marsala RosignanoMarittimo 1684.53
Forano Savelli 954.16
FalernaScalo Teramo 1576.98
Ala Bormio 118.0
ProgettoCaseSassaNsi SanMarcoD'Alunzio 1900.79
Pianoro VillapianaLido 1058.51
Gabella Ottaviano 1124.24
Intragna Marsala 3294.01
Ponso Ronago 922.74
Bucine Carnate 483.31
SanFelice SantoStefanoRoero 1474.13
Lauriano Sesto 1190.16
Bobbio Lustra 2773.68
SanJacopoAlGirone Vieste 1633.45
Leonessa PolpenazzeDelGarda 259.92
Malalbergo SanPietroMussolino 182.2
Meolo StellaCilento 1173.23
Ala Fragagnano 878.98
Lavenone MarinaDiSchiavonea 3124.79
Antey-Saint-Andrè Seveso 454.85
Galatina SantaMariaDelMolise 1033.1
Genga PieveDelCairo 1336.78
Gavi SantoStefanoLodigiano 207.38
Pioraco Torchiarolo 471.28
LugagnanoValD'Arda Monteviale 151.86
FerraraDiMonteBaldo Ponso 158.14
CaliceLigure SanNazzaroSesia 369.81
IstiaD'Ombrone-LeStiacciole Maclodio 825.02
Costarainera Villassio 566.65
Fragagnano PieveDelCairo 2974.01
PuegnagoSulGarda SanteramoInColle 737.5
Mamoiada Torpè 122.87
BariSardo LeForna 849.14
MarinaDiFuscaldo Vigasio 1761.25
Antey-Saint-Andrè Viale 401.87
LeForna MombelloDiTorino 2205.32
Carinola Zuglio 1851.59
SanMauroTorinese Spartimento 3428.98
Colombella Pozzoleone 203.31
MagrèSullaStradaDelVino Pertegada 445.59
Grugliasco SanLorenzoAlMare 214.35
Campodarsego Castelsaraceno 696.72
Alife Tufino 52.66
Genga Sestu 392.95
Pigna SanGabriele-Mondonuovo 648.71
Massanzago-Ca'Baglioni-SanDono SantaMariaAVico 2090.27
MombelloDiTorino RivaltaBormida 316.14
Bentivoglio Ostana 311.09
Curcuris LignanoSabbiadoro 1249.64
Archi Pompei 444.73
CostaLambro Costarainera 258.86
Genzone Trevi 236.07
Molinella SerravalleSesia 237.14
Ardesio Lauriano 215.82
Campertogno SettimoMilanese 355.04
AlbanoLaziale Treville 1506.34
Bulgorello Lettopalena 394.73
Cedrasco Mezzenile 902.85
Civezzano Leonessa 1211.11
PozzaglioEdUniti Vicalvi 286.99
SanPietroMussolino Temù 357.5
Castelcovati PuntaMarina 815.6
Marsala Revere 2650.71
CampolongoAlTorre-Cavenzano SilvanoD'Orba 1513.95
Casteggio Villassio 68.26
BoscoMarengo CastelGuelfoDiBologna 588.95
Onano Visciano 1387.62
Cannara Dosso 506.27
Pompei Vieste 148.99
Campomaggiore TioneDiTrento 1196.36
DolegnaDelCollio SoglianoCavour 2964.81
Bessude Nerola 298.9
FoianoDellaChiana Fontainemore 653.32
GorlaMinore Vistarino 222.97
Petriano Prignano 899.6
LequioBerria PognanaLario 693.72
Rebaudengo Sergnano 422.42
Capitignano Roburent 1821.62
Noto Spinazzola 1114.16
BorgoSanPaolo Palizzi 4665.2
Belverde SanBenedettoBelbo 745.04
Ailano Cicerale 569.1
CastelfrancoEmilia Squinzano 3556.28
Forano Siliqua 457.96
Comeana Siliqua 2186.62
Cipressa Tettorosso 201.81
Rosolina Setteville 973.57
Muros PonteAPoppi 1713.81
CannetoPavese Stilo 1831.41
CannetoPavese Carunchio 782.94
Prignano SantaBrigida 305.68
Polistena Sant'Antonio 3280.28
Ripi Sant'AngeloMuxaro 361.48
Civitavecchia Roccamonfina 365.92
Meolo VaudaCanaveseSuperiore 1728.08
Curinga Vistarino 3145.73
Cosniga-Zoppè Progresso 402.09
Boretto Manerbio 50.44
Meltina Venticano 1497.57
Lasino Serdiana 2040.62
LimoneSulGarda Treville 993.23
Castelfranci Zerbolò 1041.05
Spinetoli Stilo 1079.97
Montegioco PieveDelCairo 67.11
GerolaAlta Sant'AngeloMuxaro 3538.15
Alba Carema 363.93
Cappone VillanovaDelBattista 281.62
Campodenno Ripi 629.04
Treviglio Venticano 2520.61
Rodero Teramo 1880.24
PonteNelleAlpi VillaCastelli 1453.13
PiazzaBrembana SanNazzaro 613.32
BellanteStazione Castellafiume 125.33
Campospinoso ValpratoSoana 434.7
Pozzilli SerenDelGrappa 1469.19
Bessude PuegnagoSulGarda 1555.51
Bagnasco Breno 1060.68
Ailoche Broni 295.04
MontorioRomano Saonara 236.85
Darfo Grottolella 1643.92
Cunettone-Villa Patti 1378.59
LongoneSabino Zerbolò 1952.95
Costarainera Valnegra 963.73
CastelloTesino SanGiuseppeLePrata-Cotropagno 568.7
Centinarola Ciminna 2156.36
CampoJemini Frattaminore 246.21
Belverde Colleranesco 1047.63
Pianoconte PiazzaBrembana 1560.66
Sassetta Sezzadio 652.7
Frattaminore Pontelatone 63.12
Sant'AngeloMuxaro Vigasio 2784.29
Mazzano SanBenedettoUllano 3130.14
Confienza Cras 444.05
Cipressa Madignano 678.52
Carsoli SanSosti 1649.49
Biandronno MirabellaImbaccari 2413.84
SambucaDiSicilia Stenico 1540.63
Montenars Rebaudengo 1708.36
BorghettoSantoSpirito MontaltoDelleMarche 861.71
SanSosti Temù 1018.41
Fonteno GerolaAlta 135.1
Ottaviano Pontelatone 32.33
CerroTanaro Triggiano 4079.2
PianoDiMommio Sant'Ippolito 920.32
MilanoDue Trinitapoli 2422.45
Cipressa FontanetoD'Agogna 414.28
Montenerodomo Valnegra 1649.44
Montese PalazzoloAcreide 3132.63
BelvedereSpinello Onanì 1045.84
Ghislarengo Poggiorsini 1424.2
CittàDellaPieve Civezzano 404.5
Carchitti Muravera 584.21
Cucciago Mercatale-SanQuirico 983.78
Cenaia Pradamano 1513.61
IsolaDelLiri Paladina 627.52
Pietrapertosa Trevi 851.99
Firmo SantaCristinaValgardena 1764.42
FaggetoLario Ostana 525.26
Calatafimi MontorioAlVomano 1921.83
Petrosino Trebbo 1431.8
LeForna Muravera 1416.11
LequioBerria MottaSant'Anastasia 2336.5
PuosD'Alpago Terrarossa 1078.81
BoscoMarengo Villaseta 3386.74
Como Divignano 189.13
PessinaCremonese Proves-Proveis 483.04
SanZenoNaviglio Setteville 829.36
Carmignano PianoDiMommio 190.51
Mapello Nicotera 3562.52
SanMauroAMare SolignanoNuovo 358.5
Valenzano Venturina 2713.41
CassanoDelleMurge Pigna 3596.27
Favari-Avatanei MontecalvoInFoglia 737.8
Ailano SanGiorio 3243.06
Braies Valfenera 1937.67
Campomaggiore Terrarossa 1239.12
CisanoBergamasco Zaccanopoli 1149.1
Andali ForteDeiMarmi 3477.69
Gosaldo Lumellogno 628.68
BariSardo Carceri 925.02
CastiglioneOlona CuraCarpignano 235.7
FiglineValdarno Firmo 1388.91
Fiesse SantoStefanoRoero 260.99
Campospinoso Casalgrasso 255.6
Dosso Gandino 713.17
LimoneSulGarda RivaltaBormida 902.86
Alatri CervareseSantaCroce 377.8
Lentigione-SorboloAMane Spinazzola 2866.02
Ballabio Mazzano 391.24
Grosseto MarinaDiSchiavonea 1831.4
Suvereto Villair-Amerique 340.78
Bergeggi Briosco 168.36
Monteverde RivaltaDiTorino 3914.85
Castelsaraceno Dosolo 1348.02
Aviatico Bulgorello 298.35
Centinarola Piattoni-VillaSant'Antonio 362.09
SanBenedettoBelbo Visciano 1691.5
Palagianello TrescoreBalneario 3447.45
Sestola Terruggia 702.54
SantaMariaImbaro VillaCarcina 1838.4
Maccagno ValpratoSoana 190.67
IstiaD'Ombrone-LeStiacciole Mezzocorona 1485.64
CampigliaCervo Sestu 929.58
Brienza Villamassargia 3122.33
Marco Ozieri 2114.09
Firmo Portacomaro 4013.45
Breno SantaMariaAVico 535.73
Labico Piattoni-VillaSant'Antonio 491.87
Biccari Pompu 1899.69
CasamicciolaTerme Senigallia 1132.93
Pescantina Stilo 1838.39
PonteRonca ProgettoCaseSassaNsi 987.18
Centrache Mendicino 132.46
CannetoPavese Mondolfo 1537.0
StellaCilento Zerbolò 2004.87
Cucciago SantaMariaDelMolise 2705.4
Bulgorello Campli 874.37
Bistagno Confienza 249.78
Carunchio FiglineValdarno 1089.49
Pettineo Prepotto 2275.05
Palagianello VicoEquense 621.08
Cunettone-Villa MacchiaD'Isernia 1920.2
Onanì Ostana 1826.37
Latiano Ponso 1399.31
Erbezzo Grantola 647.58
Feisoglio Longhi 360.39
Chieve Nociglia 875.7
Nicotera Ronago 3707.34
Foglizzo Mercatale-SanQuirico 1243.17
Cunettone-Villa Divignano 648.39
Amato Bulgorello 1917.24
Centinarola Pompu 1673.55
Civitavecchia Suvereto 394.38
AlìTerme CountryPark 485.65
DonniciInferiore Toritto 709.23
Caltana Lustra 1332.78
Ronago Vandoies-Vintl 520.9
Biccari Gragnano 332.87
Badesi Bucine 1441.72
ButtiglieraAlta Prignano 1107.22
CampigliaCervo Cerva 4419.5
Carona LonatePozzolo 118.27
CasanovaElvo Rogolo 331.06
Pellizzano Pontelandolfo 855.53
Busachi CascinaElisa 653.43
Manerbio Portigliola 2640.21
Montefiascone Rovagnate 421.05
Neviglie Taverna 1640.39
BorgaroTorinese Nicosia 3933.61
Ailano Civitaluparella 133.99
Arpaise SanBenedettoInPerillis 568.75
PuosD'Alpago SanSosti 533.68
CaliceLigure Terrasini 553.14
Cimadolmo SanMauroPascoli 615.7
Boretto Strangolagalli 1916.17
Alberi Usini 1824.31
Caluso LimoneSulGarda 1268.34
CaseNuove Gorreto 406.02
MorroneDelSannio SanCostantinoCalabro 633.1
Conscenti Franche 2183.78
Baragiano Ghiffa 1440.41
CannetoPavese Cassinelle-Concentrico 150.02
Cunettone-Villa Montefiascone 868.99
Carnate Sefro 1800.78
Crespadoro Perrero 1533.85
BaldisseroTorinese Petrignano 2212.79
Dosso Stigliano 1777.58
Baraggia PavoneDelMella 301.08
Fossò Introzzo 285.49
Badesi CornedoVicentino 1574.82
Canelli Marcaria 344.05
MorroneDelSannio SanGiovanniDelDosso 1612.37
SanPietroMussolino Stigliano 1982.16
CisanoBergamasco Montefusco 3018.0
Padru Voltana 506.8
Montegaldella SanSevero 1870.31
CapoD'Orlando Pontebba 3405.52
CoregliaLigure Valenza 224.83
PettorazzaGrimani Spinete 726.52
DonniciInferiore Portobuffolè 2560.39
CannetoPavese Giacalone 2594.08
Masera Sant'Apollinare 1569.18
Camposampiero MontaltoDelleMarche 424.98
AlbanoLaziale CernuscoSulNaviglio 596.2
Folzano Patti 3821.82
Canelli PolizziGenerosa 3858.36
Peseggia-Gardigiano Pray 1245.16
CampoMarzio PonteNelleAlpi 367.94
Craveggia Vandoies-Vintl 1108.76
Molinella Setteville 1107.18
Cartura Eremo 346.56
Belverde Valenzano 2280.47
Bolotana Giuncugnano 659.57
Craco-Sant'Angelo Vallonga 2152.22
Ghislarengo SantaMariaAVico 3282.95
Lumezzane MornicoLosana 136.6
Pontechianale Spresiano 1319.45
Cominio Vervio 2089.71
Pievepelago SanSevero 698.29
Onanì Polonghera 927.05
Campodarsego Neirone 339.84
Folignano Spinete 392.14
Lasino Portalbera 625.66
Suvereto VillanovaDelBattista 1490.22
Gosaldo SantoStefanoDiCamastra 2800.27
PonteAPoppi SanLorenzoNuovo 101.77
Casalzuigno SanLorenzoNuovo 528.37
Canelli CapezzanoInferiore 1106.41
CaliceLigure Piattoni-VillaSant'Antonio 344.0
Conscenti MagrèSullaStradaDelVino 892.24
Trevenzuolo Valfloriana 417.96
Niardo Pievepelago 154.62
Mestre Pontelatone 662.37
Castagnito Sava 2048.53
Collesano Delebio 3869.55
Pellizzano Roburent 372.09
Caltana CisanoBergamasco 425.94
ForteDeiMarmi Montegaldella 215.42
Colorina FornaciDiBarga 362.48
Portacomaro ProgettoCaseSassaNsi 399.4
MonteneroDiBisaccia PettorazzaGrimani 1572.91
CampigliaCervo Cremolino 99.91
Maclodio Valnegra 172.41
Trevi VillapianaLido 913.21
Marconia SanCostantinoCalabro 193.58
Cedrasco Dipignano 3451.3
Cellole SpignoSaturniaSuperiore 36.82
BariSardo CastelnuovoParano 397.67
Caspoggio Dipignano 1100.35
CastiglioneOlona Revere 718.81
Gaggio Lavenone 526.66
Torriglia Vercana 446.54
Bormio Siddi 2891.75
TioneDiTrento Valenzano 2131.07
BoscoMarengo Carovigno 1507.9
BadiaCalavena Strudà 3637.13
AzzanoDecimo Eremo 587.47
CascinaElisa Valnegra 216.92
SanFratello Sforzacosta 515.82
Erbezzo Giave 877.51
Lumezzane SanMarcoD'Alunzio 2490.13
MacchiaD'Isernia Vaiano 1334.7
CaseNuove Castelcucco 362.81
Perledo VolturaraIrpina 1400.01
FornaceZarattini Quaderni 618.74
Portalbera SanGabriele-Mondonuovo 1008.2
Delebio MottaSant'Anastasia 4129.66
Agra BadiaPolesine 1105.12
CorvaraInBadia Valenza 1559.25
Pettineo VillaDiSerio 1484.0
Dosso Serdiana 1455.0
Arona Stilo 1913.65
CivitanovaMarche CorvaraInBadia 463.56
Revere SanLorenzoAlMare 1078.87
Gaiba Onano 810.07
Neirone Selva 1307.51
Meolo PalazzoloAcreide 1049.41
Monticchio PerosaArgentina 1974.27
PiazzaBrembana Torriglia 148.52
Breno CastelnovoBariano 541.5
Bagnoli Nerola 701.24
Cremolino Manduria 2872.55
SanChiricoNuovo SorianoCalabro 673.29
LimoneSulGarda Melpignano 3117.4
IsolaDelleFemmine Venticano 996.1
CuraCarpignano Pianoro 800.67
Montegridolfo Portacomaro 1923.27
Allai Neirone 350.67
BadiaPavese Valli 446.02
Carmignano SambucaDiSicilia 1499.6
NoventaVicentina SanteramoInColle 1631.28
CasanovaElvo Sant'EgidioAllaVibrata 2132.03
BarberinoDiMugello PavoneDelMella 147.58
Acerra SanGiovanniGemini 606.31
Milis Pietrapertosa 2044.66
Braies Osasio 1329.54
CerroTanaro Curtarolo 236.1
ColleCampano-Scrima SantaMariaImbaro 455.23
Biccari Saonara 409.46
Pigna Vercana 874.19
Borgoforte Fontainemore 532.3
Crespadoro Portacomaro 1279.65
Cannara Feisoglio 1989.36
Afragola Centinarola 1204.6
BarbaranoRomano CornedoVicentino 449.98
GrisignanoDiZocco SanChiricoNuovo 2297.16
Assemini Sant'AngeloMuxaro 1676.78
CastelRitaldi Erbezzo 208.47
Onanì VaranoBorghi 1303.08
FiglineValdarno MugnanoDiNapoli 1354.7
Ailoche Sesto 1673.8
PozzaglioEdUniti Roncone 274.35
Casciago Savelli 1330.25
Cervesina DolegnaDelCollio 646.62
Larino Milis 439.36
SanGiovanniDiGerace VolturaraIrpina 958.44
AlbanoSant'Alessandro Durazzano 996.48
Civitaluparella SorianoCalabro 1096.65
Mazzano NizzaMillefonti 558.1
MuroLeccese Sant'AndreaInCasale 2898.43
CasalCermelli Sant'Ippolito 1141.94
BoscoMarengo Imposte 1711.6
CasalPalocco Onzo 1635.93
Erbezzo Pietragalla 1746.92
Bagnolo Cucciago 172.5
Cammarata Trevi 2258.92
Anagni SilvanoD'Orba 594.9
Ca'Morosini Carchitti 678.79
Santopadre Zaccanopoli 837.58
CannetoPavese Dosso 366.81
Progresso Quaderni 399.72
MontePorzio MonteneroDiBisaccia 700.34
SerravalleSesia Villair-Amerique 269.69
Baradili Visco 2754.77
LignanoSabbiadoro Lumellogno 1393.24
Brognaturo PieveDelCairo 3138.78
Moglia StellaCilento 1092.48
Barra PuegnagoSulGarda 2301.59
Fossò Spinete 453.72
Larino Vervio 979.98
Pellizzano Rogno 274.28
Cicerale Pianoro 1103.61
Caspoggio SanCataldo 3926.26
MacchiaD'Isernia VicoEquense 257.8
BagnoliDiSopra PalmaDiMontechiaro 807.99
Ailano Mercallo 2657.75
Casalbuttano Squinzano 1260.45
Campochiesa Melpignano 1807.73
Bertiolo Marco 732.48
Campli Pompei 119.18
MilanoDue Vacone 1813.48
Pietrapertosa PramaggioreBlessaglia 2344.21
Cecina Pray 539.59
Alberi BorghettoSantoSpirito 499.68
CastelloTesino Confienza 570.98
Calvanico Marsala 1426.26
Fragagnano Villaga 2490.15
Narcao Valfenera 1697.01
Corrido Girifalco 1445.37
CostaLambro Magomadas 611.24
Campodenno Lettomanoppello 401.26
BariSardo Scansano 529.19
Favari-Avatanei PietraMarazzi 145.86
Canelli SantaMariaDelMolise 2289.63
Cannalonga CaseNuove 700.41
Sairano SanNazzaro 3112.0
Alessano Treville 3700.61
Alberi Zaccanopoli 1196.98
Desulo Pontelandolfo 1936.24
Crema IsolaDelLiri 1428.09
Ghiffa Manduria 4286.14
Belvedere-PianoTavola SambucaDiSicilia 107.81
Collesano Viale 2443.37
Merano Scheggino 643.26
Barra Neviglie 1802.4
Nerviano Ozieri 1931.88
Leonessa SanFelice 1175.62
Ambivere Neviglie 778.69
Narcao SanteMarie 2272.92
Canegrate TrezzoTinella 200.25
Mondolfo Montegridolfo 31.92
VerruaPo Zuglio 779.49
Calizzano Maclodio 247.14
Pescorocchiano Resana 1457.4
RonchiDiCampanile Tolentino 478.38
Quassolo SanGiovanniLipioni 2758.99
CastelloTesino Gandino 773.27
Guardistallo Lauriano 797.77
CastiglioneD'Orcia Piscina 2002.5
Montese RoggianoGravina 2570.2
Colleranesco SpignoSaturniaSuperiore 245.83
Canelli Zuglio 401.47
Carona Pontebba 1396.28
CastelfrancoEmilia Melpignano 2165.55
Cagnò Campli 1436.42
Carema Onano 1288.98
Cassacco SoveratoSuperiore 690.74
Maccagno Mezzocorona 283.17
Canalicchio SpignoSaturniaSuperiore 977.73
Basiliano Pescantina 264.93
ColleCampano-Scrima Pomponesco 1391.01
TorreDelGreco Trecenta 577.36
SolignanoNuovo Tornata 222.4
Petriano Villette 1947.5
BadiaPolesine FornaciDiBarga 353.4
Marcaria Sanza 1609.95
Caldonazzo Ruda 169.23
Perledo Valli 301.03
FieraDiPrimiero Spartimento 2012.55
Allai Gabella 509.06
IsolaDelleFemmine Petriano 1749.93
Campodenno RoncoCanavese 1034.76
Padru Vigasio 2089.93
Bergeggi Borgorose 552.17
Prati TuoroSulTrasimeno 1175.26
SanBenedettoUllano Suelli 2714.18
Ardesio Vandoies-Vintl 639.52
Spresiano VillaMusone 1046.6
Casalgrasso Zerbolò 233.02
Anagni Petrosino 1274.36
Cerano Gavi 194.83
Cartura Forano 343.48
Castelcucco SerenDelGrappa 29.01
Idro SantaMariaDelMolise 1059.18
Monselice Pertegada 268.15
Como Visciano 710.09
Carovigno Pietralunga 1004.52
BadiaPolesine Torresina 795.49
MornicoLosana PonteRonca 223.91
LidoAdriano SanLorenzoDiSebato 718.23
Braies Gavi 553.28
Capitignano Cras 1935.84
Castelcucco CastellettoMerli 629.62
Breno CastelnuovoParano 1539.93
SclafaniBagni TrezzoTinella 1413.62
MirabellaImbaccari Ottaviano 958.23
OrioAlSerio PettorazzaGrimani 832.88
Lavenone Soldano 704.68
Cominio Torriglia 878.24
FontanetoD'Agogna Montese 279.35
Alessano StazioneMontalto-Coretto 456.22
Caspoggio VaudaCanaveseSuperiore 879.27
Cappone Fontanella 794.44
Campertogno PognanaLario 327.57
Gorreto StellaCilento 2456.96
Perledo SantaMariaImbaro 2475.59
Bolognano-Vignole IstiaD'Ombrone-LeStiacciole 894.85
GerolaAlta TrescoreBalneario 59.96
Corniglio SanMarcoD'Alunzio 2380.44
Rezzato Torrebelvicino 391.58
Villair-Amerique Zuclo 322.92
GaglianoCastelferrato Muros 1422.93
BellanteStazione PianaSanRaffaele 1771.53
PolpenazzeDelGarda Teverola 346.59
Cicerale Villaverla 2016.78
AlìTerme Zuglio 1019.76
Eremo TioneDiTrento 348.76
Pellaro VillaCarcina 3358.4
CassanoDelleMurge Teggiano-Macchiaroli 398.74
Corrido Craveggia 49.62
SanCostantinoCalabro Spartimento 609.07
Marsala Prepotto 1686.9
Ghislarengo Zuglio 987.86
Gravellona Manduria 4440.25
MezzanaMortigliengo SanBenedettoBelbo 402.79
Campodarsego VaranoDe'Melegari 506.96
Montegridolfo Pescantina 258.98
BarberinoDiMugello MagrèSullaStradaDelVino 306.28
Monticchio SommaVesuviana 195.19
FalernaScalo Mombasiglio 2249.71
Calvignasco CuassoAlPiano 191.49
PietraMarazzi Valfloriana 850.76
Pozzilli SanCristoforo 799.82
MontecalvoInFoglia SilvanoD'Orba 461.15
MarinaDiFuscaldo Progresso 2241.09
Contrada Massanzago-Ca'Baglioni-SanDono 785.23
AlbanoLaziale GiaccianoConBaruchella 411.74
Parre VicoEquense 1776.31
Archi BarrieraDiMilano 1436.29
Collesano Monteflavio 1313.29
Monticello Padria 979.49
Bagnasco Futani 744.57
AlìTerme Bonea 1078.76
CassanoIrpino Precenicco 1802.26
Sant'AndreaApostoloDelloIonio Terrarossa 1885.67
Candelù Strigno 286.7
Pontechianale SanGiorgioInSalici 1474.38
Castelcucco Propata 1052.43
Ayas MontepulcianoStazione 897.15
Bisacquino CorvaraInBadia 2482.56
Craveggia Spartimento 2609.53
IsolaDelLiri LimoneSulGarda 2062.18
Montenerodomo Prati 2426.88
Gallicchio Valenza 1347.96
Cellole VaranoDe'Melegari 968.06
Nociglia Pellizzano 2900.08
Cagli Ghislarengo 862.11
Cornovecchio MornicoLosana 71.96
Canegrate Cucciago 48.8
CastelnuovoDiCeva Torregrotta 3770.42
Amica VicoEquense 199.38
Pescorocchiano Valfenera 934.6
CampagnolaEmilia Mondovì 969.26
Petrosino SanZenoNaviglio 642.27
RonchiDiCampanile SanPoloDeiCavalieri 310.94
Ciminna Scansano 356.04
CerretoLanghe Suni 1186.98
Lavinaio-Monterosso SammicheleDiBari 1569.08
Udine Valnegra 675.76
CastelnovoBariano Spartimento 1940.55
FontanetoD'Agogna VaranoBorghi 47.45
Camposampiero FornaceZarattini 88.77
Meltina MonteMiglioreLaSelvotta 1238.06
SanTerenzo Spresiano 244.96
Massanzago-Ca'Baglioni-SanDono Propata 947.25
CasalCermelli GiaccianoConBaruchella 638.06
Gaiba TonezzaDelCimone 340.46
Ala Visco 931.86
Conscenti RocchettaNuova 2318.8
Alessano PavoneDelMella 2237.08
Campodenno SanPietro 348.0
Lanvario MilanoDue 324.35
